,0
5867,"Oh, my God, Felix."
5869,You're late.
5871, Felix!
5872," Patrice, are you all right?"
5874,Patrice.
5876,Felix.
5878,"Our own group, Ron and P."
5880, Mmm. I don't know about that.
5881, Go on tour.
5883,"You know, they say two Afros"
5884,"that touch together, they're."
5886, It's good luck.
5887, Who said that?
5889,I read it somewhere.
5891,"Tell me,"
5892,where'd you get this?
5894, Saw this brother on Soul Train.
5895, Mmm-hmm.
5897, Really?
5898," And I just thought, I'mma take you there."
5900, Gonna take you to California.
5901, You don't know Don Cornelius.
5903,That's my cousin
5904,on my mama's sister's side.
5906, Really?
5907," That's my cousin, yes."
5909, So I got. I got access.
5910, Yeah?
5912, What is his cousin's name?
5913," Whoa, whoa, whoa."
5915,"Who is the soul sister, Ron?"
5917,You been holding out on me.
5919,"All right, take it easy."
5920,Take it easy.
5922,Oh.
5924,"You don't remember me,"
5925,do you?
5927,Uh.
5929,Brother Kwame?
5931,Stokely Carmichael?
5933,"Oh, yeah, yeah."
5935,"You looked good that night,"
5936,but you look even better now.
5938,How often do you do that
5939,to black people?
5941,Do what?
5943,Pull us over for nothing.
5944,Harass us.
5946,Put your hands all over a woman
5947,in the guise of searching her.
5949,Call us everything
5950,but a child of God.
5952,I don't know
5953,what you're talking about.
5955,"Just like I told you, right,"
5956,he's just taking advantage.
5958,"In the end, talking loud,"
5959,saying nothing.
5961,Let me tell you
5962,both something.
5964,I've been keeping you people in line
5965,in this city for years.
5967,What I did to your girl
5968,"that night,"
5970,I could do to any of you
5971,"any time, any place."
5973,That's my prerogative.
5975,I could even bust a cap
5976,in your black ass
5978,"if I feel like it, and nothing"
5979,will be done about it.
5981,I wish the two of you'd been blown up
5982,instead of good white folks. Get it?
5984,"Oh, I do get it."
5986," Do you get it, Patrice?"
5987, Mmm. Yeah.
5989,I totally
5990,and completely get it.
5992,"Jimmy, did you get it?"
5994,"Oh, yes, I got it."
5996,"Flip, did you get it?"
5998," Oh, yeah, I got it."
5999, Chief!
6001, Do you get it?
6002," Oh, I really, really get it."
6004,You're under arrest.
6006, What?
6007, Get him out of here.
6009, Get up. Police brutality.
6010, Are you out of your minds?
6012,Let's go.
6013,"Police misconduct, sexual misconduct."
6015, Thank you very much.
6016, Keep walking.
6018, Tell it to the judge.
6019, What about my rights?
6021, Power to the people.
6022, Power to the people.
6024,The old hidden mic trick.
6026,"Yes, it was all my work."
6027,Hello.
6029,To tape jobs.
6031, Works every time.
6032, Hidden mics.
6034,"Good job, everybody."
6036,Stallworth!
6038,Ronny!
6040,Five. Four. Three.
6042,Two. One.
6044,Swish!
6046, Look who the cat dragged in.
6047," Thank you, thank you."
6049,There he is!
6050,The man of the minute.
6052,"Don't you mean ""hour,"" Flip?"
6054,"You slow, you blow."
6056,"Ah, Jimmy."
6058,"That Polaroid stunt you pulled,"
6059,"when you put your arms around them,"
6061,I swear to God
6062,I almost shit myself.
6064,"I told you,"
6065,Ron was born ready.
6067, Born ready is Ron.
6068, There he is!
6070,There's the crazy
6071,son of a bitch
6073,Come over here.
6075,"You. You, you, you, you."
6077, You did good.
6078," Nah, we did good."
6080,"Yeah, well, the Chief wants to"
6081,see us in his office right now.
6083," Let's go. Here, after you."
6084," Let's go. No, after you."
6086, Come on.
6087, You're the man of the hour.
6089,I cannot commend you enough
6090,for what you have achieved.
6092,Do you realize there was
6093,not one cross burning
6095,the entire time
6096,you guys were involved?
6098,"We're very aware, Chief."
6100,But all good things
6101,have to come to an end.
6103,What does that mean?
6105, Budget cuts.
6106, Budget cuts?
6108,And when did this happen?
6109,Last night?
6111,"I wish I had a choice, but my hands are"
6112,tied with this inflation.
6114,"Besides, there no longer"
6115,appears to be any credible threats.
6117,Sounds like we did
6118,too good a job.
6120,"Well, that's not a bad legacy"
6121,to leave.
6123,"And now,"
6125,"I need you, Ron Stallworth,"
6127,to destroy all evidence
6128,of this investigation.
6130, What?
6131, We prefer that the public
6133,never knew about this
6134,investigation.
6136,Uh-huh.
6138,Cease all further contact
6139,"with the Ku Klux Klan,"
6141,effective immediately.
6143,"That goes for you, too, Flip."
6145,This is total horseshit.
6147,Fucking shenanigans.
6149,"Aye, aye, Chief."
6151,Subterfuge.
6153, Skulduggery.
6154," Hey, Ron."
6156,Take a week off.
6158,"Take your girlfriend, Patrice,"
6159,on a vacation.
6161,Live it up a little.
6162,You worked hard.
6164,"When you come back, we can discuss"
6165,"maybe a new assignment, Ron."
6167,How about Narcotics?
6169,"Mr. Duke, I'm so sorry we didn't get to"
6170,spend more one-on-one time together.
6172,"Well, that was a."
6174,Just a tragedy.
6176,I had just met those heroic
6177,brothers in the cause.
6179,"""Heroic."""
6181,Yeah.
6183,And the chapter
6184,is just shaken at the core.
6186, Oh.
6187, Yeah.
6189,"And poor Connie, right?"
6191,"I mean, not only does she"
6192,"lose her husband, but."
6194,Poor Connie.
6196,She's looking at
6197,serious prison time.
6199, Connie's going away.
6200, We feel bad for Connie.
6202,My God.
6204,And then there was that
6205,nigger detective.
6207,Basically.
6209,Shut the fuck up. Shut the fuck up.
6210,"Shut up, shut up."
6212,Those goddamn coloreds.
6214,They sure know
6215,how to spoil a celebration.
6217,"Hey, you're getting me"
6218,in trouble.
6220,"Christ,"
6221,you can say that again.
6223,Those goddamn coloreds
6225,sure know
6226,how to spoil a celebration.
6228,"Can I ask you a question, sir?"
6230,Shoot.
6232,"That nigger detective, did you ever."
6233,Did you ever get his name?
6235,No. I don't think I.
6237,Are you sure you don't know
6238,who he is?
6240,Are you absolutely sure?
6242,"'Cause that nigga, coon,"
6243,"gator bait,"
6245,"spade, spook, Sambo,"
6246,"spear-chucking jungle bunny,"
6248,Mississippi wind chime.
6250, Wind chime?
6251, Detective.
6253,"Is Ron Stallworth,"
6254,"you racist, peckerwood,"
6256,"redneck, inch worm,"
6257,needle-dick motherfucker!
6259,Oh!
6261,I'll be here all week.
6263,What are you doing?
6265,Nothing.
6267,Finishing up.
6269,Have you handed in
6270,your resignation from the KKK?
6272,Affirmative.
6274,Have you handed in your
6275,resignation
6277,from the Colorado Springs
6278,Police Department?
6280,Negative.
6282,"Truth be told, Patrice,"
6283,"I always wanted to be a cop,"
6285,and I'm still for
6286,the liberation of my people.
6288,My conscience won't let me
6289,sleep with the enemy.
6291,Enemy?
6293,"No, I'm the black man"
6294,that saved your life.
6296, You're absolutely right.
6297, Right.
6299,"And I thank you for it,"
6300,but.
6302,I can't do this.
6304,I think we should.
6305,We should talk.
6307,It's okay. It's okay.
6309,I said it's.
6311,Blood and soil!
6312,Blood and soil!
6314,Blood and soil!
6316,Jews will not
6317,replace us!
6319,Jews will not replace us!
6321,Jews will not replace us!
6323,White lives matter! White lives matter!
6324,White lives matter!
6326,Black lives matter! Black lives matter!
6327,Black lives matter!
6329,"What the fuck, man?"
6331,You had a group on one side
6332,"that was bad,"
6334,and you had a group on the other side
6335,that was also very violent.
6337,"Nazis, go home!"
6339,Not all of those people
6340,"were neo-Nazis, believe me."
6342,Not all of those people
6343,were white supremacists.
6345,You also had people
6346,that were very fine people.
6348,Because I believe that today
6349,"in Charlottesville,"
6351,this is a first step
6352,toward making a realization
6354,of something that Trump alluded to
6355,"earlier in the campaign, which is."
6357,This is the first step
6358,toward taking America back.
6360, Whose streets?
6361, Our streets!
6363, Whose streets?
6364, Our streets!
6366,Holy shit!
6368,Holy shit!
6370,I had to jump out of the way.
6372,I almost got hit by the car
6373,my fucking self.
6375,"There are people, bodies laying"
6376,on the ground right now.
6378,"Oh, my God!"
6379,We got hit by a car!
6381,"And there was a woman, uh,"
6382,"laying there, hardly breathing,"
6384,and we ended up
6385,"rolling her over, and she died."
6387,This is my town! We did not
6388,want them motherfuckers here!
