,utterance,bool
2203,Jesus H. Christ!,0.0
2204,"What did you just do, boy?",0.0
2205,I mean.,0.0
2206,What the hell did you just do?,0.0
2207,"Sir, if you lay a finger on me, I'll arrest your ass for assaulting a police officer.",0.0
2208,That's worth about five years in prison.,0.0
2209,Try me.,0.0
2210,See if I'm playing.,0.0
2211,Why don't you come down to Louisiana sometime?,0.0
2212,See how we play.,0.0
2213,"Boy, you better get your nigger ass out of here now.",1.0
2216,Mmm-hmm.,0.0
2217,America first.,0.0
2218,Excuse me.,0.0
2219,May I? Thanks.,0.0
2220, You ready?,0.0
2221," What, now?",0.0
2222,Don't be nervous.,0.0
2223,Okay. I'm leaving.,0.0
2224, Remember what we talked about.,0.0
2225, Okay.,0.0
2226,Come here.,0.0
2227,Now you may do your job.,0.0
2228, Okay.,0.0
2229, Nice and easy does it.,0.0
2230,Excuse me.,0.0
2231,Excuse me.,0.0
2232,"Attention, all units.",0.0
2233,"Be on the lookout for a brown truck with a ""white pride"" bumper sticker.",0.0
2234,"License plate, KE4108.",0.0
2235,Kills this big rat in the back of our backyard.,0.0
2236,And I actually start to like the fucking thing for the first time.,0.0
2237,"I shit you not, three days later, this little Girl Scout comes to our door.",0.0
2238,Ron.,0.0
2239,I believe you know my friend.,0.0
2240,Who's your friend?,0.0
2241,Hey.,0.0
2242,"No, sorry, I don't think we've met before. Ron Stallworth.",0.0
2243,"Yeah? It's been a few years, right?",0.0
2244, Been a few years?,0.0
2245, Yeah.,0.0
2246,"No, I'm sorry.",0.0
2247,I don't think I can place you.,0.0
2248, Did you two go to school together?,0.0
2249, No. I went to private school.,0.0
2250,"Leavenworth, Kansas.",0.0
2251,Isn't that where the federal penitentiary is?,0.0
2252,"Matter of fact, it is.",0.0
2253,You know something about that.,0.0
2254," Don't you, Flip?",0.0
2255, Flip?,0.0
2256,"Excuse me, gentlemen.",0.0
2257,There is an emergency phone call in the hallway for a Felix Kendrickson.,0.0
2258,"I'll be right back, Flip.",0.0
2259,Hello?,0.0
2260,Felix.,0.0
2261,"Jesus, they've got cops everywhere.",0.0
2262,Somebody tipped them off.,0.0
2263,"Oh, God, there's another one!",0.0
2264,"Calm down, baby.",0.0
2265,"We planned for this, all right?",0.0
2266,"We'll go to plan B, okay?",0.0
2267,"Okay, okay, okay.",0.0
2268,"Okay, okay, okay, plan B.",0.0
2269,"All right, baby?",0.0
2270,You can do it.,0.0
2271,I'll be right there.,0.0
2272,All right.,0.0
2273,"Remember when you said, one day, I'm gonna need your help?",0.0
2274,"This is it, baby.",0.0
2275,"I love you, honey bun.",0.0
2276,I love you.,0.0
2277,I can make America great again.,0.0
2278," Oh, yeah.",0.0
2279," We need lawyers, we need doctors, and we need.",0.0
2280,"Excuse me, Mr. Duke.",0.0
2281,Let's go.,0.0
2282,Good talker.,0.0
2283,He's a good talker.,0.0
2284,"You'll have to excuse him, Mr. Duke. I apologize.",0.0
2285,What was that all about?,0.0
2286,Why'd he keep calling you Flip?,0.0
2287,We were in prison together.,0.0
2288,Years ago.,0.0
2289,"Uh, it's an inside joke.",0.0
2290,"Well, I certainly hope everything's okay.",0.0
2291,"Yeah, but I think he may have violated his parole.",0.0
2292,I just need to use the restroom real quick.,0.0
2293,"Hey, where's Patrice?",0.0
2294,Patrice and Odetta took Mr. Turner back to his hotel.,0.0
2295,Back up. Back up.,0.0
2296,Freedom.,0.0
2297,"It dares to expose the fact that not only is this a country, not a white racist country.",0.0
2298,It is a racist country.,0.0
2299,"Indeed, it is a racist country.",0.0
2300,It's an anti-white racist country.,0.0
2301,Fuck.,0.0
2302,But it's so important.,0.0
2303,"Next time, we should work on getting a sister in here.",0.0
2304,We need to be hearing their stories.,0.0
2305, Yep.,0.0
2306, We need to start doing this every week.,0.0
2307,I'll reach out and see who I can get.,0.0
2308,Yeah.,0.0
2309,Colorado State Police.,0.0
2310,Don't move.,0.0
2311,"I said stop, damn it!",0.0
2312,No! Help me!,0.0
2313,Help me!,0.0
2314,"Help me! Help me, please!",0.0
2315,Stop. Stop.,0.0
2316, Where'd you put the bomb?,0.0
2317, No!,0.0
2318,You're hurting me!,0.0
2319,Where's the bomb?,0.0
2320,Where'd you put it?,0.0
2321, Get off me. Get off.,0.0
2322, Where is it?,0.0
2323, Get off of me!,0.0
2324, Hold still. Stay still.,0.0
2325, Stay still.,0.0
2326, I don't know what you're talking about!,0.0
2327, Where's the bomb?,0.0
2328, Freeze!,0.0
2329,"Get off her, or I'll fucking shoot you.",0.0
2330, Whoa. Get off her.,0.0
2331, Okay. All right.,0.0
2332, Easy.,0.0
2333, I'm undercover.,0.0
2334, He's got a gun!,0.0
2335, I'm a cop!,0.0
2336, He touched me.,0.0
2337, She's a terrorist.,0.0
2338,That nigger attacked me.,1.0
2339,He tried to rape me.,1.0
2340,Arrest him.,0.0
2341, I'm an undercover cop!,0.0
2342, Show us your badge.,0.0
2343," It's in my pocket, okay?",0.0
2344, What are you waiting for?,0.0
2345, Show us your badge.,0.0
2346, It's in my pocket. Relax.,0.0
2347,That nigger attacked me.,1.0
2348,He tried to rape me.,1.0
2349, Arrest him. Arrest him!,0.0
2350, I'm a cop.,0.0
2351, What are you doing?,0.0
2352, Get on the ground now!,0.0
2353,Yeah! Hit him!,0.0
2354,"When you think about the fact that America is still well over 85% white, that America was founded exclusively by white people who wrote a Declaration of Independence and who fought for our freedoms, were the basis of our civilization and our culture and our Western Christian society, that means that the Christian Church that grew up in the world was overwhelmingly a white, European phenomenon.",0.0
2355,The magnificent beauty of the European people.,0.0
2356,"But today, the word ""white"" is a curse word.",0.0
2357,Ron!,0.0
2358,Anti-white.,0.0
2359,Patrice!,0.0
2360,Patrice!,0.0
2361,Hey! Hey!,0.0
2362, Stand down. Stand down!,0.0
2363, Who the fuck are you?,0.0
2364,"Undercover cop, you fucking idiot.",1.0
2365,The black guy's a cop?,0.0
2366,Give me your keys.,0.0
2367,"Oh, my God, Felix.",0.0
2368,You're late.,0.0
2369, Felix!,0.0
2370," Patrice, are you all right?",0.0
2371,Patrice.,0.0
2372,Felix.,0.0
2373,"Our own group, Ron and P.",0.0
2374, Mmm. I don't know about that.,0.0
2375, Go on tour.,0.0
2376,"You know, they say two Afros that touch together, they're.",0.0
2377, It's good luck.,0.0
2378, Who said that?,0.0
2379,I read it somewhere.,0.0
2380,"Tell me, where'd you get this?",0.0
2381, Saw this brother on Soul Train.,0.0
2382, Mmm-hmm.,0.0
2383, Really?,0.0
2384," And I just thought, I'mma take you there.",0.0
2385, Gonna take you to California.,0.0
2386, You don't know Don Cornelius.,0.0
2387,That's my cousin on my mama's sister's side.,0.0
2388, Really?,0.0
2389," That's my cousin, yes.",0.0
2390, So I got. I got access.,0.0
2391, Yeah?,0.0
2392, What is his cousin's name?,0.0
2393," Whoa, whoa, whoa.",0.0
2394,"Who is the soul sister, Ron?",0.0
2395,You been holding out on me.,0.0
2396,"All right, take it easy.",0.0
2397,Take it easy.,0.0
2398,Oh.,0.0
2399,"You don't remember me, do you?",0.0
2400,Uh.,0.0
2401,Brother Kwame?,0.0
2402,Stokely Carmichael?,0.0
2403,"Oh, yeah, yeah.",0.0
2404,"You looked good that night, but you look even better now.",0.0
2405,How often do you do that to black people?,0.0
2406,Do what?,0.0
2407,Pull us over for nothing.,0.0
2408,Harass us.,0.0
2409,Put your hands all over a woman in the guise of searching her.,0.0
2410,Call us everything but a child of God.,0.0
2411,I don't know what you're talking about.,0.0
2412,"Just like I told you, right, he's just taking advantage.",0.0
2413,"In the end, talking loud, saying nothing.",0.0
2414,Let me tell you both something.,0.0
2415,I've been keeping you people in line in this city for years.,0.0
2416,"What I did to your girl that night, I could do to any of you any time, any place.",0.0
2417,That's my prerogative.,0.0
2418,"I could even bust a cap in your black ass if I feel like it, and nothing will be done about it.",0.0
2419,I wish the two of you'd been blown up instead of good white folks. Get it?,0.0
2420,"Oh, I do get it.",0.0
2421," Do you get it, Patrice?",0.0
2422, Mmm. Yeah.,0.0
2423,I totally and completely get it.,0.0
2424,"Jimmy, did you get it?",0.0
2425,"Oh, yes, I got it.",0.0
2426,"Flip, did you get it?",0.0
2427," Oh, yeah, I got it.",0.0
2428, Chief!,0.0
2429, Do you get it?,0.0
2430," Oh, I really, really get it.",0.0
2431,You're under arrest.,0.0
2432, What?,0.0
2433, Get him out of here.,0.0
2434, Get up. Police brutality.,0.0
2435, Are you out of your minds?,0.0
2436,Let's go.,0.0
2437,"Police misconduct, sexual misconduct.",0.0
2438, Thank you very much.,0.0
2439, Keep walking.,0.0
2440, Tell it to the judge.,0.0
2441, What about my rights?,0.0
2442, Power to the people.,0.0
2443, Power to the people.,0.0
2444,The old hidden mic trick.,0.0
2445,"Yes, it was all my work.",0.0
2446,Hello.,0.0
2447,To tape jobs.,0.0
2448, Works every time.,0.0
2449, Hidden mics.,0.0
2450,"Good job, everybody.",0.0
2451,Stallworth!,0.0
2452,Ronny!,0.0
2453,Five. Four. Three.,0.0
2454,Two. One.,0.0
2455,Swish!,0.0
2456, Look who the cat dragged in.,0.0
2457," Thank you, thank you.",0.0
2458,There he is!,0.0
2459,The man of the minute.,0.0
2460,"Don't you mean ""hour,"" Flip?",0.0
2461,"You slow, you blow.",0.0
2462,"Ah, Jimmy.",0.0
2463,"That Polaroid stunt you pulled, when you put your arms around them, I swear to God I almost shit myself.",0.0
2464,"I told you, Ron was born ready.",0.0
2465, Born ready is Ron.,0.0
2466, There he is!,0.0
2467,There's the crazy son of a bitch Come over here.,0.0
2468,"You. You, you, you, you.",0.0
2469, You did good.,0.0
2470," Nah, we did good.",0.0
2471,"Yeah, well, the Chief wants to see us in his office right now.",0.0
2472," Let's go. Here, after you.",0.0
2473," Let's go. No, after you.",0.0
2474, Come on.,0.0
2475, You're the man of the hour.,0.0
2476,I cannot commend you enough for what you have achieved.,0.0
2477,Do you realize there was not one cross burning the entire time you guys were involved?,0.0
2478,"We're very aware, Chief.",0.0
2479,But all good things have to come to an end.,0.0
2480,What does that mean?,0.0
2481, Budget cuts.,0.0
2482, Budget cuts?,0.0
2483,And when did this happen?,0.0
2484,Last night?,0.0
2485,"I wish I had a choice, but my hands are tied with this inflation.",0.0
2486,"Besides, there no longer appears to be any credible threats.",0.0
2487,Sounds like we did too good a job.,0.0
2488,"Well, that's not a bad legacy to leave.",0.0
2489,"And now, I need you, Ron Stallworth, to destroy all evidence of this investigation.",0.0
2490, What?,0.0
2491, We prefer that the public never knew about this investigation.,0.0
2492,Uh-huh.,0.0
2493,"Cease all further contact with the Ku Klux Klan, effective immediately.",0.0
2494,"That goes for you, too, Flip.",0.0
2495,This is total horseshit.,0.0
2496,Fucking shenanigans.,0.0
2497,"Aye, aye, Chief.",0.0
2498,Subterfuge.,0.0
2499, Skulduggery.,0.0
2500," Hey, Ron.",0.0
2501,Take a week off.,0.0
2502,"Take your girlfriend, Patrice, on a vacation.",0.0
2503,Live it up a little.,0.0
2504,You worked hard.,0.0
2505,"When you come back, we can discuss maybe a new assignment, Ron.",0.0
2506,How about Narcotics?,0.0
2507,"Mr. Duke, I'm so sorry we didn't get to spend more one-on-one time together.",0.0
2508,"Well, that was a.",0.0
2509,Just a tragedy.,0.0
2510,I had just met those heroic brothers in the cause.,0.0
2511,"""Heroic."" Yeah.",0.0
2512,And the chapter is just shaken at the core.,0.0
2513, Oh.,0.0
2514, Yeah.,0.0
2515,"And poor Connie, right?",0.0
2516,"I mean, not only does she lose her husband, but.",0.0
2517,Poor Connie.,0.0
2518,She's looking at serious prison time.,0.0
2519, Connie's going away.,0.0
2520, We feel bad for Connie.,0.0
2521,My God.,0.0
2522,And then there was that nigger detective.,1.0
2524,Basically.,0.0
2525,Shut the fuck up. Shut the fuck up.,0.0
2526,"Shut up, shut up.",0.0
2527,Those goddamn coloreds.,0.0
2528,They sure know how to spoil a celebration.,0.0
2529,"Hey, you're getting me in trouble.",0.0
2530,"Christ, you can say that again.",0.0
2531,Those goddamn coloreds sure know how to spoil a celebration.,0.0
2532,"Can I ask you a question, sir?",0.0
2533,Shoot.,0.0
2534,"That nigger detective, did you ever.",1.0
2535,Did you ever get his name?,0.0
2536,No. I don't think I.,0.0
2537,Are you sure you don't know who he is?,0.0
2538,Are you absolutely sure?,0.0
2539,"'Cause that nigga, coon, gator bait, spade, spook, Sambo, spear-chucking jungle bunny, Mississippi wind chime.",1.0
2541, Wind chime?,0.0
2542, Detective.,0.0
2543,"Is Ron Stallworth, you racist, peckerwood, redneck, inch worm, needle-dick motherfucker!",1.0
2544,Oh!,0.0
2545,I'll be here all week.,0.0
2546,What are you doing?,0.0
2547,Nothing.,0.0
2548,Finishing up.,0.0
2549,Have you handed in your resignation from the KKK?,0.0
2550,Affirmative.,0.0
2551,Have you handed in your resignation from the Colorado Springs Police Department?,0.0
2552,Negative.,0.0
2553,"Truth be told, Patrice, I always wanted to be a cop, and I'm still for the liberation of my people.",0.0
2554,My conscience won't let me sleep with the enemy.,0.0
2555,Enemy?,0.0
2556,"No, I'm the black man that saved your life.",0.0
2557, You're absolutely right.,0.0
2558, Right.,0.0
2559,"And I thank you for it, but.",0.0
2560,I can't do this.,0.0
2561,I think we should.,0.0
2562,We should talk.,0.0
2563,It's okay. It's okay.,0.0
2564,I said it's.,0.0
2565,Blood and soil!,0.0
2566,Blood and soil!,0.0
2567,Blood and soil!,0.0
2568,Jews will not replace us!,0.0
2569,Jews will not replace us!,0.0
2570,Jews will not replace us!,0.0
2571,White lives matter! White lives matter!,0.0
2572,White lives matter!,0.0
2573,Black lives matter! Black lives matter!,0.0
2574,Black lives matter!,0.0
2575,"What the fuck, man?",0.0
2576,"You had a group on one side that was bad, and you had a group on the other side that was also very violent.",0.0
2577,"Nazis, go home!",0.0
2578,"Not all of those people were neo-Nazis, believe me.",0.0
2579,Not all of those people were white supremacists.,0.0
2580,You also had people that were very fine people.,0.0
2581,"Because I believe that today in Charlottesville, this is a first step toward making a realization of something that Trump alluded to earlier in the campaign, which is.",0.0
2582,This is the first step toward taking America back.,0.0
2583, Whose streets?,0.0
2584, Our streets!,0.0
2585, Whose streets?,0.0
2586, Our streets!,0.0
2587,Holy shit!,0.0
2588,Holy shit!,0.0
2589,I had to jump out of the way.,0.0
2590,I almost got hit by the car my fucking self.,0.0
2591,"There are people, bodies laying on the ground right now.",0.0
2592,"Oh, my God!",0.0
2593,We got hit by a car!,0.0
2594,"And there was a woman, uh, laying there, hardly breathing, and we ended up rolling her over, and she died.",0.0
2595,This is my town! We did not want them motherfuckers here!,0.0
