,sentence,label
2423, Come on.,0
2424, You're the man of the hour.,0
2425,I cannot commend you enough for what you have achieved.,0
2426,Do you realize there was not one cross burning the entire time you guys were involved?,0
2427,"We're very aware, Chief.",0
2428,But all good things have to come to an end.,0
2429,What does that mean?,0
2430, Budget cuts.,0
2431, Budget cuts?,0
2432,And when did this happen?,0
2433,Last night?,0
2434,"I wish I had a choice, but my hands are tied with this inflation.",0
2435,"Besides, there no longer appears to be any credible threats.",0
2436,Sounds like we did too good a job.,0
2437,"Well, that's not a bad legacy to leave.",0
2438,"And now, I need you, Ron Stallworth, to destroy all evidence of this investigation.",0
2439, What?,0
2440, We prefer that the public never knew about this investigation.,0
2441,Uh-huh.,0
2442,"Cease all further contact with the Ku Klux Klan, effective immediately.",0
2443,"That goes for you, too, Flip.",0
2444,This is total horseshit.,0
2445,Fucking shenanigans.,1
2446,"Aye, aye, Chief.",0
2447,Subterfuge.,0
2448, Skulduggery.,0
2449," Hey, Ron.",0
2450,Take a week off.,0
2451,"Take your girlfriend, Patrice, on a vacation.",0
2452,Live it up a little.,0
2453,You worked hard.,0
2454,"When you come back, we can discuss maybe a new assignment, Ron.",0
2455,How about Narcotics?,0
2456,"Mr. Duke, I'm so sorry we didn't get to spend more one-on-one time together.",0
2457,"Well, that was a.",0
2458,Just a tragedy.,0
2459,I had just met those heroic brothers in the cause.,0
2460,"""Heroic."" Yeah.",0
2461,And the chapter is just shaken at the core.,0
2462, Oh.,0
2463, Yeah.,0
2464,"And poor Connie, right?",0
2465,"I mean, not only does she lose her husband, but.",0
2466,Poor Connie.,0
2467,She's looking at serious prison time.,0
2468, Connie's going away.,0
2469, We feel bad for Connie.,0
2470,My God.,0
2471,And then there was that nigger detective.,0
2472,Basically.,0
2473,Shut the fuck up. Shut the fuck up.,0
2474,"Shut up, shut up.",0
2475,Those goddamn coloreds.,0
2476,They sure know how to spoil a celebration.,0
2477,"Hey, you're getting me in trouble.",0
2478,"Christ, you can say that again.",0
2479,Those goddamn coloreds sure know how to spoil a celebration.,1
2480,"Can I ask you a question, sir?",0
2481,Shoot.,0
2482,"That nigger detective, did you ever.",0
2483,Did you ever get his name?,0
2484,No. I don't think I.,0
2485,Are you sure you don't know who he is?,0
2486,Are you absolutely sure?,0
2487,"'Cause that nigga, coon, gator bait, spade, spook, Sambo, spear-chucking jungle bunny, Mississippi wind chime.",0
2488, Wind chime?,0
2489, Detective.,0
2490,"Is Ron Stallworth, you racist, peckerwood, redneck, inch worm, needle-dick motherfucker!",0
2491,Oh!,0
2492,I'll be here all week.,0
2493,What are you doing?,0
2494,Nothing.,0
2495,Finishing up.,0
2496,Have you handed in your resignation from the KKK?,0
2497,Affirmative.,0
2498,Have you handed in your resignation from the Colorado Springs Police Department?,0
2499,Negative.,0
2500,"Truth be told, Patrice, I always wanted to be a cop, and I'm still for the liberation of my people.",0
2501,My conscience won't let me sleep with the enemy.,0
2502,Enemy?,0
2503,"No, I'm the black man that saved your life.",0
2504, You're absolutely right.,0
2505, Right.,0
2506,"And I thank you for it, but.",0
2507,I can't do this.,0
2508,I think we should.,0
2509,We should talk.,0
2510,It's okay. It's okay.,0
2511,I said it's.,0
2512,Blood and soil!,0
2513,Blood and soil!,0
2514,Blood and soil!,0
2515,Jews will not replace us!,1
2516,Jews will not replace us!,1
2517,Jews will not replace us!,1
2518,White lives matter! White lives matter!,0
2519,White lives matter!,1
2520,Black lives matter! Black lives matter!,0
2521,Black lives matter!,1
2522,"What the fuck, man?",0
2523,"You had a group on one side that was bad, and you had a group on the other side that was also very violent.",0
2524,"Nazis, go home!",1
2525,"Not all of those people were neo-Nazis, believe me.",1
2526,Not all of those people were white supremacists.,1
2527,You also had people that were very fine people.,0
